4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
9	 1:5.78114018136053E-04	 2:.45026483273048	 3:-1.12036532467582E-02	 4:-.398101128188434	 5:.713640052235832	 6:.482144492918339	 7:1.34362436250451	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.150372037691222	 15:-.105304810091389	 16:-1.03815387897482
15	 1:.925560543035873	 2:1.00801223843533	 3:.315964584919731	 4:-1.16251905001775	 5:-.17289686162588	 6:.664852841331333	 7:1.46856805254918	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
3	 1:1.29555351464296	 2:1.00801223843533	 3:.24160816715462	 4:1.30964103760046	 5:-1.59135592380462	 6:.847561189744327	 7:-.49483279100996	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
4	 1:.185574599821683	 2:.264349030828862	 3:-1.23064890459458	 4:-1.146254838915	 5:-.17289686162588	 6:.664852841331333	 7:.986642390948303	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
17	 1:-.739407829196054	 2:.636180634632098	 3:.910815927040621	 4:1.17952734877845	 5:.359025286691147	 6:.664852841331333	 7:-.352040002387476	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.554411343392506	 2:-.665229978679225	 3:-.204530339436047	 4:-1.11372641670949	 5:.713640052235832	 6:.664852841331333	 7:.326225743569318	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.150372037691222	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.739407829196054	 2:-.665229978679225	 3:.494419987555998	 4:.577751537976651	 5:.890947435008175	 6:.847561189744327	 7:-1.36943862132267	 8:-.323335172247379	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.739407829196054	 2:-1.03706158248246	 3:-.204530339436047	 4:-1.03240536119574	 5:-1.23674115825993	 6:-.979522294385613	 7:-1.17309853696675	 8:1.30349656443874	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.04009557341939
17	 1:-.739407829196054	 2:-.851145780580843	 3:-.977837084193205	 4:.78918628231242	 5:-.527511627170566	 6:.847561189744327	 7:.540414926503043	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
17	 1:-.369414857588959	 2:-.107482572974372	 3:-.843995532216004	 4:-.528214817010446	 5:4.41052114646198E-03	 6:-.614105597559625	 7:.593962222236474	 8:1.17108002773173	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:1.81207709546426
14	 1:1.29555351464296	 2:1.00801223843533	 3:-.918351949981116	 4:1.26084840429221	 5:.890947435008175	 6:.664852841331333	 7:-.97675845261084	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
11	 1:-.184418371785411	 2:-.665229978679225	 3:-1.15629248682947	 4:.106089415996859	 5:.53633266946349	 6:.664852841331333	 7:.647509517969905	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:-1.03815387897482
9	 1:-.184418371785411	 2:-.29339837487599	 3:-1.02245093485227	 4:.236203104818871	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:1.83316271126678	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:-.69589828734572	 15:-.105304810091389	 16:1.81207709546426
2	 1:-.739407829196054	 2:-.29339837487599	 3:1.58002368692662	 4:1.27711261539496	 5:.713640052235832	 6:.664852841331333	 7:-1.28019312843361	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-3.42053603639123	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.92608633444183
17	 1:3.88550431589263	 2:3.98266506886121	 3:-.829124248662982	 4:-1.55286011648378	 5:-.527511627170566	 6:.664852841331333	 7:-1.11955124123332	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
15	 1:.555567571428778	 2:.264349030828862	 3:-.293758040754181	 4:.44763784915464	 5:.713640052235832	 6:1.5783945833963	 7:-.994607551188651	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:.329956988755941
4	 1:-.554411343392506	 2:7.84332289272449E-02	 3:-.843995532216004	 4:.707865226798663	 5:.53633266946349	 6:.664852841331333	 7:.647509517969905	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:1.01401242262132
19	 1:5.78114018136053E-04	 2:-.479314176777608	 3:.732360524404354	 4:-1.03240536119574	 5:-1.41404854103227	 6:.664852841331333	 7:-.137850819453751	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:1.3043646280541	 15:-.105304810091389	 16:1.6980678564867
2	 1:-.739407829196054	 2:-.479314176777608	 3:1.52053855271453	 4:-1.03240536119574	 5:.53633266946349	 6:.664852841331333	 7:-1.70857149430106	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
18	 1:-.184418371785411	 2:.264349030828862	 3:.211865600048575	 4:.463902060257391	 5:1.24556220055286	 6:-1.52764733962459	 7:-1.63717509998982	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
4	 1:-.739407829196054	 2:-1.03706158248246	 3:.821588225722488	 4:.740393649004165	 5:.890947435008175	 6:.664852841331333	 7:-1.36943862132267	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.6980678564867
12	 1:-.554411343392506	 2:-.107482572974372	 3:-.769639114450893	 4:1.17952734877845	 5:-1.41404854103227	 6:-.248688900733636	 7:-1.45868411421172	 8:-1.06108444818643	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:2.15410481239695
17	 1:-.739407829196054	 2:-1.03706158248246	 3:.390321002684842	 4:.935564182237183	 5:.713640052235832	 6:-.614105597559625	 7:-1.38728771990048	 8:-1.40158411400446	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
2	 1:-.924404314999601	 2:-.665229978679225	 3:-1.98908436579871	 4:-1.03240536119574	 5:.713640052235832	 6:-1.52764733962459	 7:-.316341805231855	 8:1.13324673152973	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
14	 1:-.184418371785411	 2:-.665229978679225	 3:1.19337031454804	 4:-.251723228263671	 5:-1.41404854103227	 6:.664852841331333	 7:.933095095214872	 8:-3.95854507323581E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.26811405137452
4	 1:-.554411343392506	 2:-.29339837487599	 3:1.28259801586617	 4:1.30964103760046	 5:.53633266946349	 6:.664852841331333	 7:-1.01245664976646	 8:-3.95854507323581E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-2.97332447941379	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.468107684087004
17	 1:-.369414857588959	 2:-.29339837487599	 3:-.249144190095114	 4:1.32590524870321	 5:-.350204244398223	 6:-1.52764733962459	 7:.968793292370493	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
3	 1:.925560543035873	 2:.636180634632098	 3:-.843995532216004	 4:.935564182237183	 5:-.350204244398223	 6:.482144492918339	 7:-.423436396698718	 8:.641413880903693	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.04009557341939
7	 1:-.184418371785411	 2:-.29339837487599	 3:-.829124248662982	 4:-1.11372641670949	 5:-1.41404854103227	 6:.664852841331333	 7:9.41874620577833E-02	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.554411343392506	 2:-.29339837487599	 3:-1.03732221840529	 4:-1.146254838915	 5:-1.59135592380462	 6:1.5783945833963	 7:.236980250680266	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
18	 1:2.40553242946425	 2:1.7516754460418	 3:-.769639114450893	 4:.463902060257391	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:-.726871072521495	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.554411343392506	 2:-.665229978679225	 3:-.843995532216004	 4:-1.11372641670949	 5:-1.41404854103227	 6:.664852841331333	 7:1.11158608099297	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:1.6980678564867
4	 1:-.739407829196054	 2:-1.03706158248246	 3:.24160816715462	 4:1.30964103760046	 5:-1.59135592380462	 6:-1.52764733962459	 7:.915245996637062	 8:1.41699645304475	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
2	 1:2.03553945785715	 2:2.68125445554989	 3:-.382985742072314	 4:1.50481157083348	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:.244164270782663	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
18	 1:-.924404314999601	 2:-1.40889318628569	 3:-2.91110394608609	 4:-1.27636852773701	 5:.713640052235832	 6:.664852841331333	 7:1.75415362979415	 8:-1.26916757729745	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.557975466711068
18	 1:1.48055000044651	 2:1.37984384223856	 3:-1.18603505393551	 4:1.65118947075824	 5:-.350204244398223	 6:.482144492918339	 7:-1.7799678886123	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:1.35604013955401
4	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:.107766615177419	 4:.707865226798663	 5:-.350204244398223	 6:.664852841331333	 7:-1.7799678886123	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.184418371785411	 2:-.29339837487599	 3:-.725025263791826	 4:-1.11372641670949	 5:-1.05943377548759	 6:.664852841331333	 7:1.43286985539356	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.58405861750914
14	 1:2.77552540107135	 2:2.49533865364827	 3:-.843995532216004	 4:-.772177983551718	 5:.713640052235832	 6:.664852841331333	 7:.826000503748009	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:1.81207709546426
5	 1:-.184418371785411	 2:-.479314176777608	 3:-1.00757965129924	 4:-1.11372641670949	 5:-1.59135592380462	 6:.482144492918339	 7:.915245996637062	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.01401242262132
6	 1:.555567571428778	 2:.45026483273048	 3:1.23798416520711	 4:.284995738127125	 5:-.527511627170566	 6:.664852841331333	 7:.290527546413697	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.468107684087004
2	 1:.555567571428778	 2:.636180634632098	 3:.301093301366709	 4:1.1307347154702	 5:4.41052114646198E-03	 6:.664852841331333	 7:-.387738199543097	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:9.52256354112135	 16:.443966227733505
9	 1:-.184418371785411	 2:-.29339837487599	 3:1.01491491191177	 4:-1.03240536119574	 5:-.350204244398223	 6:.847561189744327	 7:-1.7799678886123	 8:-1.62858389121647	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
5	 1:-.554411343392506	 2:-.479314176777608	 3:1.40156828429035	 4:-1.19504747222325	 5:.890947435008175	 6:-6.59805523206427E-02	 7:-.298492706654045	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.739407829196054	 2:-.665229978679225	 3:-.918351949981116	 4:1.17952734877845	 5:.53633266946349	 6:-.979522294385613	 7:-1.01245664976646	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
16	 1:.740564057232326	 2:.45026483273048	 3:-.442470876284403	 4:.154882049305114	 5:-1.05943377548759	 6:.482144492918339	 7:.272678447835887	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:1.35604013955401
14	 1:2.03553945785715	 2:1.93759124794342	 3:-1.23064890459458	 4:-.105345328338908	 5:-1.41404854103227	 6:.664852841331333	 7:-1.45868411421172	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
12	 1:-.184418371785411	 2:.264349030828862	 3:1.40156828429035	 4:-.934820094579232	 5:.890947435008175	 6:-1.52764733962459	 7:-.298492706654045	 8:1.75749611886277	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:2.547358471243	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
18	 1:-.554411343392506	 2:-.665229978679225	 3:-.977837084193205	 4:-.34930849488018	 5:-.527511627170566	 6:-1.52764733962459	 7:.540414926503043	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.04009557341939
17	 1:-.554411343392506	 2:.45026483273048	 3:-1.20090633748853	 4:.90303576003168	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:-.137850819453751	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:-.240089206131876
12	 1:-.739407829196054	 2:7.84332289272449E-02	 3:.301093301366709	 4:.805450493415171	 5:.53633266946349	 6:.664852841331333	 7:-1.01245664976646	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
3	 1:2.03553945785715	 2:2.12350704984503	 3:-1.00757965129924	 4:-1.43901063876452	 5:.713640052235832	 6:-.248688900733636	 7:.826000503748009	 8:1.00083019482272	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
7	 1:-.184418371785411	 2:-.107482572974372	 3:-.784510398003915	 4:1.01688523775094	 5:-2.12327807212165	 6:.847561189744327	 7:1.27222796819327	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
4	 1:-.739407829196054	 2:-1.40889318628569	 3:-.35324317496627	 4:-1.211311683326	 5:.53633266946349	 6:.664852841331333	 7:-1.01245664976646	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
14	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.725025263791826	 4:-.365572705982931	 5:-1.41404854103227	 6:.664852841331333	 7:1.64705903832728	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:3.37095200828	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
5	 1:.370571085625231	 2:.45026483273048	 3:-.189659055883025	 4:.984356815545437	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:1.48641715112699	 8:-.871917967176421	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.01401242262132
17	 1:.740564057232326	 2:.45026483273048	 3:.776974375063421	 4:.236203104818871	 5:.713640052235832	 6:-1.52764733962459	 7:-1.38728771990048	 8:.244164270782663	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.81207709546426
18	 1:-.924404314999601	 2:-.479314176777608	 3:-2.09318335066987	 4:-.902291672373729	 5:.713640052235832	 6:.664852841331333	 7:-1.28019312843361	 8:.168497678378657	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.557975466711068
7	 1:-.739407829196054	 2:-.665229978679225	 3:-1.15629248682947	 4:1.32590524870321	 5:.713640052235832	 6:.299436144505345	 7:1.34362436250451	 8:-1.68533383551948	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
15	 1:-.184418371785411	 2:7.84332289272449E-02	 3:-.977837084193205	 4:1.66745368186099	 5:-.527511627170566	 6:.664852841331333	 7:.540414926503043	 8:-.682751486166407	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-1.05958245378205	 15:-.105304810091389	 16:-.240089206131876
14	 1:-.739407829196054	 2:-1.03706158248246	 3:.182123032942531	 4:-.495686394804943	 5:.890947435008175	 6:.664852841331333	 7:.683207715125526	 8:-.682751486166407	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.557975466711068
7	 1:.925560543035873	 2:1.00801223843533	 3:1.52053855271453	 4:.90303576003168	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:-.240089206131876
12	 1:1.11055702883942	 2:1.00801223843533	 3:-.739896547344849	 4:.236203104818871	 5:.53633266946349	 6:-.614105597559625	 7:.647509517969905	 8:1.17108002773173	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
9	 1:.555567571428778	 2:.636180634632098	 3:.910815927040621	 4:.707865226798663	 5:-1.41404854103227	 6:-1.52764733962459	 7:.772453208014578	 8:-.796251374772415	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-.851145780580843	 3:-2.60749367997804E-02	 4:-.479422183702192	 5:.713640052235832	 6:-6.59805523206427E-02	 7:1.34362436250451	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
5	 1:-.554411343392506	 2:-.29339837487599	 3:-.725025263791826	 4:-1.19504747222325	 5:-1.41404854103227	 6:.482144492918339	 7:1.64705903832728	 8:-1.66641718741848	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:2.15410481239695
15	 1:-.739407829196054	 2:-.851145780580843	 3:-1.03732221840529	 4:.78918628231242	 5:.713640052235832	 6:.664852841331333	 7:-1.28019312843361	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
17	 1:.370571085625231	 2:.45026483273048	 3:1.17849903099502	 4:1.17952734877845	 5:.713640052235832	 6:-1.71035568803758	 7:.326225743569318	 8:1.39807980494375	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
15	 1:-.739407829196054	 2:-1.03706158248246	 3:-.754767830897871	 4:-1.01614115009298	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:1.64705903832728	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
4	 1:-.739407829196054	 2:-.851145780580843	 3:1.53540983626755	 4:.236203104818871	 5:-1.41404854103227	 6:.664852841331333	 7:1.29007706677108	 8:.811663713812706	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
14	 1:.555567571428778	 2:7.84332289272449E-02	 3:-.35324317496627	 4:-1.09746220560674	 5:.890947435008175	 6:.664852841331333	 7:-1.67287329714544	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.122391087136026	 15:-.105304810091389	 16:-.240089206131876
7	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:1.08927132967688	 4:-1.01614115009298	 5:-1.41404854103227	 6:-.979522294385613	 7:-1.45868411421172	 8:1.15216337963073	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
12	 1:-.739407829196054	 2:-1.03706158248246	 3:.717489240851332	 4:.724129437901414	 5:.53633266946349	 6:-.979522294385613	 7:-1.01245664976646	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
7	 1:.370571085625231	 2:7.84332289272449E-02	 3:1.19337031454804	 4:.268731527024374	 5:.53633266946349	 6:1.39568623498331	 7:-1.70857149430106	 8:-.304418524146378	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:-1.03815387897482
4	 1:-.739407829196054	 2:-1.03706158248246	 3:.301093301366709	 4:.919299971134431	 5:-1.41404854103227	 6:.664852841331333	 7:-.798267466832736	 8:-3.95854507323581E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
