4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:.593962222236474	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
3	 1:-.184418371785411	 2:.264349030828862	 3:1.23798416520711	 4:.138617838202362	 5:-1.85136428292355	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.81207709546426
3	 1:2.5905289152678	 2:2.30942285174665	 3:1.55028111982057	 4:1.32590524870321	 5:-.012907129409079	 6:-.417918412752386	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
12	 1:-.739407829196054	 2:7.84332289272449E-02	 3:-.769639114450893	 4:-.398101128188434	 5:.344074842147129	 6:1.60616293405476	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.6980678564867
2	 1:.925560543035873	 2:1.19392804033695	 3:-1.20090633748853	 4:-1.11372641670949	 5:1.36147346108232	 6:-1.36375081780245	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:1.29555351464296	 2:.636180634632098	 3:-.754767830897871	 4:.350052582538131	 5:.236980250680266	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
14	 1:2.40553242946425	 2:1.93759124794342	 3:1.31234058297222	 4:.284995738127125	 5:.629660419392095	 6:1.79532941506478	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.26811405137452
7	 1:-.739407829196054	 2:-.665229978679225	 3:.583647688874132	 4:-1.22757589442875	 5:1.29007706677108	 6:-1.81775037222649	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
7	 1:-.739407829196054	 2:-.665229978679225	 3:-.843995532216004	 4:1.32590524870321	 5:-.387738199543097	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
4	 1:-.554411343392506	 2:-.665229978679225	 3:.301093301366709	 4:.90303576003168	 5:.254829349258077	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.81207709546426
17	 1:.555567571428778	 2:.264349030828862	 3:1.19337031454804	 4:-1.03240536119574	 5:-.994607551188651	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
9	 1:-.739407829196054	 2:-.851145780580843	 3:1.04465747901782	 4:.78918628231242	 5:-.352040002387476	 6:1.07649678722672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.554411343392506	 2:-.29339837487599	 3:1.46105341850244	 4:1.26084840429221	 5:.254829349258077	 6:-.663834838065405	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:1.01401242262132
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-2.80700496121494	 4:1.61866104855274	 5:1.00449148952611	 6:-.890834615277422	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
6	 1:1.85054297205361	 2:1.56575964414018	 3:1.19337031454804	 4:-1.2438401055315	 5:1.11158608099297	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.557975466711068
4	 1:-.739407829196054	 2:-1.03706158248246	 3:1.50566726916151	 4:1.01688523775094	 5:9.41874620577833E-02	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:.740564057232326	 2:7.84332289272449E-02	 3:.301093301366709	 4:1.14699892657295	 5:1.93264461557225	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.739407829196054	 2:-.479314176777608	 3:-.918351949981116	 4:.236203104818871	 5:-.97675845261084	 6:1.45482974924675	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
19	 1:.740564057232326	 2:.45026483273048	 3:1.01491491191177	 4:.707865226798663	 5:1.23652977103764	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
14	 1:2.77552540107135	 2:2.49533865364827	 3:.895944643487599	 4:.284995738127125	 5:-.798267466832736	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.184418371785411	 2:-.29339837487599	 3:1.19337031454804	 4:1.00062102664818	 5:-.298492706654045	 6:.244164270782663	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.739407829196054	 2:1.00801223843533	 3:.910815927040621	 4:.805450493415171	 5:1.04018968668173	 6:-1.51508400261047	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.479314176777608	 3:-.293758040754181	 4:-1.19504747222325	 5:.254829349258077	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.369414857588959	 2:7.84332289272449E-02	 3:-.754767830897871	 4:1.14699892657295	 5:.344074842147129	 6:-1.42050076210546	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-.240089206131876
4	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-1.03732221840529	 4:.724129437901414	 5:-6.64544251425102E-02	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.739407829196054	 2:-1.03706158248246	 3:1.58002368692662	 4:-1.146254838915	 5:-.209247213764993	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
1	 1:.370571085625231	 2:.822096436533715	 3:-.278886757201158	 4:1.1307347154702	 5:.165583856369024	 6:-1.62858389121647	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-2.67454922293695	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:.329956988755941
16	 1:-.739407829196054	 2:-.107482572974372	 3:.717489240851332	 4:-1.2438401055315	 5:-.387738199543097	 6:.527913992297685	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
14	 1:-.184418371785411	 2:-.665229978679225	 3:1.19337031454804	 4:.78918628231242	 5:.933095095214872	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.329956988755941
7	 1:-.739407829196054	 2:-.479314176777608	 3:4.82814809653308E-02	 4:1.32590524870321	 5:.165583856369024	 6:1.22782997203473	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
9	 1:5.78114018136053E-04	 2:.45026483273048	 3:1.25285544876013	 4:-.46315797259944	 5:-1.76211879003449	 6:7.39144378736505E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.01401242262132
14	 1:3.51551134428554	 2:3.05308605935312	 3:-.94809451708716	 4:.935564182237183	 5:.272678447835887	 6:-.247668579843373	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-1.15050349539113	 13:-.105304810091389	 14:-1.03815387897482
17	 1:.370571085625231	 2:.636180634632098	 3:.539033838215065	 4:1.32590524870321	 5:-.994607551188651	 6:-1.30700087349945	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-1.05958245378205	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.739407829196054	 2:-.479314176777608	 3:1.0297861954648	 4:-.544479028113197	 5:-1.28019312843361	 6:-1.26916757729745	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
7	 1:.185574599821683	 2:-.107482572974372	 3:-1.08193606906436	 4:-.105345328338908	 5:-1.28019312843361	 6:-3.95854507323581E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-1.03815387897482
5	 1:-.739407829196054	 2:-.851145780580843	 3:.301093301366709	 4:-1.19504747222325	 5:.254829349258077	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.01401242262132
5	 1:-.739407829196054	 2:-.851145780580843	 3:-.888609382875071	 4:1.1957915598812	 5:-1.01245664976646	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
4	 1:-.739407829196054	 2:-1.03706158248246	 3:-.561441144708581	 4:-1.11372641670949	 5:-.97675845261084	 6:-.436835060853388	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
9	 1:-.739407829196054	 2:-.665229978679225	 3:-1.00757965129924	 4:-1.211311683326	 5:-.137850819453751	 6:.263080918883664	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.81207709546426
17	 1:-.554411343392506	 2:-.29339837487599	 3:1.40156828429035	 4:-1.08119799450399	 5:-.298492706654045	 6:-2.06688026313566E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.29339837487599	 3:.732360524404354	 4:-1.11372641670949	 5:-.137850819453751	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.01401242262132
15	 1:-.739407829196054	 2:-.665229978679225	 3:.910815927040621	 4:-1.11372641670949	 5:.950944193792682	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
5	 1:-.554411343392506	 2:.45026483273048	 3:-.977837084193205	 4:.984356815545437	 5:-1.2623440298558	 6:-1.40158411400446	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.924404314999601	 2:-.107482572974372	 3:-2.73264854344983	 4:.805450493415171	 5:1.04018968668173	 6:.925163602418715	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
3	 1:-.184418371785411	 2:.45026483273048	 3:-.725025263791826	 4:-1.19504747222325	 5:-1.01245664976646	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
4	 1:-.739407829196054	 2:-.479314176777608	 3:-.918351949981116	 4:-1.11372641670949	 5:-.994607551188651	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.6980678564867
19	 1:-.369414857588959	 2:7.84332289272449E-02	 3:1.58002368692662	 4:-.105345328338908	 5:-1.74426969145668	 6:1.07649678722672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.468107684087004
7	 1:-.739407829196054	 2:.45026483273048	 3:-1.23064890459458	 4:-.511950605907694	 5:1.46856805254918	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
3	 1:.555567571428778	 2:.264349030828862	 3:-.977837084193205	 4:.984356815545437	 5:.576113123658664	 6:-1.62858389121647	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.04009557341939
7	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.918351949981116	 4:-1.19504747222325	 5:.915245996637062	 6:.86841365811571	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.184418371785411	 2:-.107482572974372	 3:-.843995532216004	 4:-1.146254838915	 5:.326225743569318	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
14	 1:-.739407829196054	 2:-1.22297738438407	 3:-.843995532216004	 4:.707865226798663	 5:-.923211156877409	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.126079967154313
6	 1:-.554411343392506	 2:-1.03706158248246	 3:-.323500607860225	 4:.740393649004165	 5:9.41874620577833E-02	 6:-.607084893762401	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:1.6980678564867
15	 1:-.739407829196054	 2:-1.03706158248246	 3:-.368114458519292	 4:.707865226798663	 5:-4.86053265646998E-02	 6:1.30349656443874	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.554411343392506	 2:-.479314176777608	 3:1.13388518033595	 4:-1.29263273883976	 5:1.29007706677108	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
5	 1:-.554411343392506	 2:-.29339837487599	 3:-.918351949981116	 4:1.00062102664818	 5:-1.67287329714544	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:2.547358471243	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
14	 1:1.11055702883942	 2:.822096436533715	 3:-.35324317496627	 4:1.03314944885369	 5:-.173549016609372	 6:.811663713812706	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.184418371785411	 2:-.479314176777608	 3:1.0297861954648	 4:.171146260407865	 5:-.994607551188651	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
2	 1:2.03553945785715	 2:1.7516754460418	 3:-.204530339436047	 4:-1.03240536119574	 5:-1.17309853696675	 6:1.30349656443874	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:-.240089206131876
14	 1:-.739407829196054	 2:-1.22297738438407	 3:1.0297861954648	 4:.805450493415171	 5:-.97675845261084	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
5	 1:-.554411343392506	 2:-.479314176777608	 3:1.07440004612386	 4:-1.19504747222325	 5:-.387738199543097	 6:-.871917967176421	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
17	 1:5.78114018136053E-04	 2:.264349030828862	 3:-.769639114450893	 4:1.65118947075824	 5:-.726871072521495	 6:-.928667911479425	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.739407829196054	 2:-.851145780580843	 3:-.918351949981116	 4:-.46315797259944	 5:1.34362436250451	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.739407829196054	 2:-.665229978679225	 3:1.31234058297222	 4:1.32590524870321	 5:-.673323776788064	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
2	 1:-.369414857588959	 2:7.84332289272449E-02	 3:-2.60749367997804E-02	 4:.90303576003168	 5:.593962222236474	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
15	 1:.370571085625231	 2:.636180634632098	 3:1.22311288165408	 4:-1.01614115009298	 5:1.46856805254918	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
18	 1:-.184418371785411	 2:-.851145780580843	 3:1.38669700073733	 4:.236203104818871	 5:-.173549016609372	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
3	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.15991648877698	 4:-1.19504747222325	 5:-.352040002387476	 6:.86841365811571	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:1.85054297205361	 2:1.37984384223856	 3:-.843995532216004	 4:-1.12999062781224	 5:1.00449148952611	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:.329956988755941
4	 1:1.11055702883942	 2:.45026483273048	 3:1.25285544876013	 4:1.00062102664818	 5:.593962222236474	 6:-1.04216780008543	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:2.04009557341939
17	 1:-.554411343392506	 2:-.665229978679225	 3:1.11901389678293	 4:-1.03240536119574	 5:-1.01245664976646	 6:1.30349656443874	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:-1.03815387897482
6	 1:-.739407829196054	 2:-1.22297738438407	 3:-.977837084193205	 4:-1.1787832611205	 5:-.137850819453751	 6:-1.74208377982248	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
5	 1:-.554411343392506	 2:-1.22297738438407	 3:1.25285544876013	 4:-1.30889694994251	 5:-1.24449493127799	 6:-.682751486166407	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:1.58405861750914
17	 1:1.48055000044651	 2:1.19392804033695	 3:.063152764518353	 4:-.251723228263671	 5:-1.76211879003449	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.554411343392506	 2:-.29339837487599	 3:-.843995532216004	 4:.90303576003168	 5:-.994607551188651	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.01401242262132
4	 1:-.924404314999601	 2:-1.03706158248246	 3:-1.49833200854898	 4:1.27711261539496	 5:.344074842147129	 6:.849497010014709	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
3	 1:2.2205359436607	 2:1.93759124794342	 3:-.130173921670936	 4:.106089415996859	 5:-.798267466832736	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.47004937853157
14	 1:2.77552540107135	 2:2.30942285174665	 3:.895944643487599	 4:1.26084840429221	 5:-.387738199543097	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.184418371785411	 2:-.665229978679225	 3:-.145045205223958	 4:.837978915620674	 5:-.387738199543097	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.739407829196054	 2:-.851145780580843	 3:1.0297861954648	 4:-1.16251905001775	 5:-.994607551188651	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
4	 1:2.77552540107135	 2:2.49533865364827	 3:.315964584919731	 4:-.333044283777429	 5:-.798267466832736	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.6980678564867
17	 1:-.739407829196054	 2:-.851145780580843	 3:.613390255980176	 4:-1.2438401055315	 5:.879547799481441	 6:.717080473307699	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.369414857588959	 2:-.851145780580843	 3:.806716942169466	 4:-1.16251905001775	 5:1.34362436250451	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-2.67454922293695	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.329956988755941
14	 1:-.184418371785411	 2:-.665229978679225	 3:-.94809451708716	 4:-1.09746220560674	 5:-1.44083501563391	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.514056204127554	 13:9.52256354112135	 14:.785993944666196
6	 1:.925560543035873	 2:.636180634632098	 3:-.918351949981116	 4:-1.2438401055315	 5:-1.67287329714544	 6:.717080473307699	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
4	 1:5.78114018136053E-04	 2:-.665229978679225	 3:-.739896547344849	 4:-.300515861571926	 5:.647509517969905	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:2.547358471243	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:1.01401242262132
19	 1:-.739407829196054	 2:-.107482572974372	 3:-.843995532216004	 4:1.26084840429221	 5:-.994607551188651	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
